"faze_rozpoctu";"rok";"kap_kod";"kap_zkr";"platy_a_oppp";"oppp";"platy";"pocet_zamestnancu";"prumerny_plat";"poradi_prumerneho_platu";"platy_schv_schv";"platy_skut_rozp";"platy_skut_skut";"kategorie";"kap_nazev_cc";"kap_nazev";"kategorie_2014";"ceny_index";"ceny_inflace";"ceny_deflator_2003";"ceny_deflator_2024";"prumerna_mzda_cr";"prumerna_mzda_pha";"prumerny_plat_skut_skut";"mzda_prumer_skut_ke_skut";"plat_base";"prumerny_plat_real_od2024";"prumerny_plat_c2024";"prumerny_plat_c2024_mezirocne";"prumerny_plat_2003";"prumerny_plat_nomi_od2024";"prumerny_plat_vucinh";"prumerny_plat_vucinh_mezirocne";"kategorie_2014_cz";"date"
"SKUT";"2008";"314";"MV";"819941470,00";"24785940,00";"795155530,00";"2056";"32229,06655317770";NA;NA;NA;NA;"UO";"ministerstvo_vnitra";"Ministerstvo vnitra                                ";"Ministerstva";"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";"-0,00620290549679641898";"0,093370149691754056320";"736769330,00";"-0,08120126164496040133";"53869,84989410444";"0,02792555596216317326";"49222,05036155945";"0,0944251508908036663";"1,117900331362390";"0,02002370954247023604";"Ministerstva";"2008-01-01"
"SCHV";"2008";"355";"ÚSTR";"76594000,00";"2950000,00";"73644000,00";"251";"24450,19920318730";NA;NA;NA;NA;"SS";"ustav_pro_studium_totalitnich_rezimu";"Ústav pro studium totalitních režimů";"Statni sprava";"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";NA;NA;"73644000,00";"-0,14866626047021536117";"40867,72289180018";NA;"40867,72289180018";"0,0000000000000000000";"1,082250318837965";NA;"Státní správa";"2008-01-01"
"UPRAV";"2008";"355";"ÚSTR";"78682000,00";"7408000,00";"71274000,00";"251";"23663,34661354580";NA;NA;NA;NA;"ROPO";"ustav_pro_studium_totalitnich_rezimu";"Ústav pro studium totalitních režimů";NA;"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";"58,14854771784232667642";"-0,057393661867056522397";"1205000,00";"49,35515431638660999170";"39552,52405342129";"-0,11381416032628322021";"44632,31331701719";"-0,1138141603262832063";"1,047421503786553";"-0,12561079018005938401";NA;"2008-01-01"
"UPRAV";"2008";"315";"MŽP";"266771000,00";"3381000,00";"263390000,00";"685";"32042,57907542580";NA;NA;NA;NA;"UO";"ministerstvo_zivotniho_prostredi";"Ministerstvo životního prostředí";"Ministerstva";"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";"0,13686982044198894859";"0,088739565269992271013";"176293000,00";"0,27193248543475895262";"53558,14206300579";"0,02357213908178534822";"48072,94901429574";"0,1141014470961388694";"1,111431809761561";"0,01570375815129088082";"Ministerstva";"2008-01-01"
"UPRAV";"2008";"304";"ÚV";"255703000,00";"40772000,00";"214931000,00";"555";"32271,92192192190";NA;NA;NA;NA;"ROPO";"urad_vlady";"Úřad vlády";NA;"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";"0,08833537567219955366";"0,035389330369225646677";"172064000,00";"0,06342995612607010836";"53941,48126690878";"-0,02658477245137025324";"49826,28567031546";"0,0825908562364500581";"1,428466798951926";"-0,03954257274487138485";NA;"2008-01-01"
"SKUT";"2008";"334";"MK";"113509230,00";"5325370,00";"108183860,00";"266";"33892,18671679200";NA;NA;NA;NA;"OSS";"ministerstvo_kultury";"Ministerstvo kultury";NA;"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";"0,11581517198700427840";"0,073867233190502146201";"1207500950,00";"-0,92372629595813848802";"56649,70184612838";"0,00959000299953194357";"28122,77026959158";"1,0143713191506680271";"1,500185318554887";"-0,00384934463644870384";NA;"2008-01-01"
"SCHV";"2008";"314";"MV";"26357622000,00";"579139000,00";"25778483000,00";"72887";"29473,11477584020";NA;NA;NA;NA;"SS";"ministerstvo_vnitra";"Ministerstvo vnitra                                ";"Statni sprava";"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";"0,03937662923709499274";"0,042157350664799642104";"18947594000,00";"0,15825219454221886584";"49263,36498969061";"-0,02022185772660645142";"43336,36051363822";"0,1367674720674139643";"1,304581921735136";"-0,03326435915889669470";"Státní správa";"2008-01-01"
"UPRAV";"2008";"312";"MF";"8261302000,00";"49242000,00";"8212060000,00";"25979";"26341,98134390600";NA;NA;NA;NA;"OSS";"ministerstvo_financi";"Ministerstvo financí                       ";NA;"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";"0,02746471181214198837";"0,045262129738754985908";"7016994000,00";"-0,00367539874724660907";"44029,77599640106";"-0,01730291782630355435";"38533,56926134031";"0,1426342495756018625";"1,165987134556746";"-0,03038427527730658273";NA;"2008-01-01"
"SCHV";"2008";"315";"MŽP";"432762000,00";"1802000,00";"430960000,00";"1339";"26821,01070450590";NA;NA;NA;NA;"SS";"ministerstvo_zivotniho_prostredi";"Ministerstvo životního prostředí";"Statni sprava";"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";"0,08458810768367354405";"0,045708175518764271317";"329558000,00";"0,11328139018854341269";"44830,45819139442";"-0,01688357049317035230";"40879,35263447423";"0,0966528406711646554";"1,187190629625792";"-0,02997051016524676648";"Státní správa";"2008-01-01"
"SCHV";"2008";"306";"MZV";"33794000,00";"1374000,00";"32420000,00";"118";"22895,48022598870";NA;NA;NA;NA;"PO";"ministerstvo_zahranicnich_veci";"Ministerstvo zahraničních věcí";"Prispevkove organizace";"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";"0,01499639961178422798";"0,014996399611784561046";"38549000,00";"-0,28402189847841402548";"38269,06004219474";"-0,04575706711521343450";"35039,47238502739";"0,0921699853719080558";"1,013433083657432";"-0,05845965179425605118";"Příspěvkové organizace";"2008-01-01"
"UPRAV";"2008";"333";"MŠMT";"78157000,00";"32451000,00";"45706000,00";"176";"21641,09848484850";NA;NA;NA;NA;"OOSS";"ministerstvo_skolstvi_mladeze_a_telovychovy";"Ministerstvo školství, mládeže a tělovýchovy";"Ostatní vc. armady";"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";"0,17032826343012238968";"-0,049108285963026632182";"16591000,00";"1,34531130727191450269";"36172,40123907264";"-0,10602471259450929608";"33103,63292496214";"0,0927018590698685530";"0,957909812537557";"-0,11792503315010383069";"Ostatní vč. armády";"2008-01-01"
"UPRAV";"2008";"317";"MMR";"300341000,00";"8358000,00";"291983000,00";"673";"36154,40812283310";NA;NA;NA;NA;"OSS";"ministerstvo_pro_mistni_rozvoj";"Ministerstvo pro místní rozvoj";NA;"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";"0,34323490037861187352";"0,173584132871656748875";"177217000,00";"0,40265877014691087155";"60430,93228820732";"0,10333826343308372131";"48004,88000128191";"0,2588497729104539125";"1,600319056428519";"0,08865096815648509931";NA;"2008-01-01"
"UPRAV";"2008";"307";"MO";"10923058000,00";"749491000,00";"10173567000,00";"34965";"24247,02559702560";NA;NA;NA;NA;"OOSS";"ministerstvo_obrany";"Ministerstvo obrany                                      ";"Ostatní vc. armady";"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";"0,00722821452042550494";"0,047615286070764817339";"9957782000,00";"-0,13021786995670198150";"40528,12473284278";"-0,01509061165393466020";"39934,78332822745";"0,0148577594559259809";"1,073257152842847";"-0,02820141863557834583";"Ostatní vč. armády";"2008-01-01"
"SCHV";"2008";"344";"ÚPV";"82073000,00";"857000,00";"81216000,00";"247";"27400,80971659920";NA;NA;NA;NA;"UO";"urad_prumysloveho_vlastnictvi";"Úřad průmyslového vlastnictví";"Ostatni ustredni";"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";"0,03710892606308262287";"0,053904212315118105181";"66613000,00";"0,03796437616757981914";"45799,57362322614";"-0,00917811440133042833";"40972,67351727996";"0,1178077897189322293";"0,950426975948637";"-0,01679473831330513534";"Ostatní ústřední";"2008-01-01"
"SKUT";"2008";"314";"MV";"25314398900,00";"574386220,00";"24740012680,00";"67124";"30714,31564467750";NA;NA;NA;NA;"SS";"ministerstvo_vnitra";"Ministerstvo vnitra                                ";"Statni sprava";"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";"0,00331061634193238145";"0,042995225220841870595";"19144761010,00";"0,10014470798968144738";"51337,99238798567";"-0,01943413485975364896";"43540,20060017233";"0,1790940712336194784";"1,359521761892595";"-0,03248712221347449525";"Státní správa";"2008-01-01"
"UPRAV";"2008";"314";"MV";"471943000,00";"14589000,00";"457354000,00";"1727";"22068,80911021040";NA;NA;NA;NA;"OSS_SS";"ministerstvo_vnitra";"Ministerstvo vnitra                                ";"Neustredni st. sprava";"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";"0,00600938801905759063";"0,013582128056262021687";"494134000,00";"-0,21203379830389096350";"36887,30581591920";"-0,04708668625233880523";"35227,27050726498";"0,0471235859250538347";"0,976841763022769";"-0,05977157145559996998";"Neústřední st. správa";"2008-01-01"
"UPRAV";"2008";"344";"ÚPV";"81981000,00";"857000,00";"81124000,00";"247";"27369,77058029690";NA;NA;NA;NA;"OSS";"urad_prumysloveho_vlastnictvi";"Úřad průmyslového vlastnictví";NA;"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";"0,00000000000000000000";"0,000000000000000000000";"66613000,00";"0,03678858909843802510";"45747,69270353867";"0,00000000000000000000";"40972,67351727996";"0,1165415574906254470";"1,211480638292179";"0,00000000000000000000";NA;"2008-01-01"
"SCHV";"2008";"312";"MF";"7532171000,00";"39910000,00";"7492261000,00";"23633";"26418,78235236040";NA;NA;NA;NA;"SS";"ministerstvo_financi";"Ministerstvo financí                       ";"Statni sprava";"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";"0,04002946740047360480";"0,060008876624853213499";"6297571000,00";"0,01283726291663296604";"44158,14641601367";"-0,00343884992962695257";"38516,78220249622";"0,1464650962756655905";"1,169386612622185";"-0,01670476153385924700";"Státní správa";"2008-01-01"
"SKUT";"2008";"348";"ČBÚ";"86979710,00";"49200,00";"86930510,00";"214";"33851,44470404980";NA;NA;NA;NA;"OSS";"cesky_bansky_urad";"Český báňský úřad";NA;"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";"0,02318194417553005177";"0,008838272060918583861";"71813110,00";"0,03054826838068057382";"56581,60288002322";"-0,05154659474059664070";"49998,02155654081";"0,1316768367731770140";"1,498381936262827";"-0,06417211103130893157";NA;"2008-01-01"
"SKUT";"2008";"343";"ÚOOÚ";"40527820,00";"2207000,00";"38320820,00";"90";"35482,24074074070";NA;NA;NA;NA;"OOSS";"urad_pro_ochranu_osobnich_udaju";"Úřad pro ochranu osobních údajů";"Ostatní vc. armady";"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";"0,03376860210876728857";"0,022282284307558741787";"23527030,00";"0,38665216104403149489";"59307,42609179655";"-0,03890728520129205226";"60145,63008995348";"-0,0139362410353555486";"1,570566605025704";"-0,05170105204348840466";"Ostatní vč. armády";"2008-01-01"
"SCHV";"2008";"317";"MMR";"250305000,00";"2598000,00";"247707000,00";"594";"34751,26262626260";NA;NA;NA;NA;"OSS";"ministerstvo_pro_mistni_rozvoj";"Ministerstvo pro místní rozvoj";NA;"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";"0,06403807576493025788";"0,218090726464901241144";"159857000,00";"0,31918731502345448758";"58085,61964456861";"0,14518087727818995702";"45486,31560598070";"0,2769910877752276290";"1,538210987352275";"0,12993658615992109695";NA;"2008-01-01"
"SCHV";"2008";"372";"RRTV";"24420000,00";"10981000,00";"13439000,00";"41";"27315,04065040650";NA;NA;NA;NA;"ROPO";"rada_pro_rozhlasove_a_televizni_vysilani";"Rada pro rozhlasové a televizní vysílání";NA;"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";"0,09509452411994784304";"0,014965656501414459356";"9064000,00";"0,26225442691314831967";"45656,21338306111";"-0,04578597007074780567";"43617,21444335913";"0,0467475735377325605";"1,209058102443630";"-0,05848817000264960875";NA;"2008-01-01"
"SKUT";"2008";"313";"MPSV";"5226232560,00";"119221960,00";"5107010600,00";"18396";"23134,60625498300";NA;NA;NA;NA;"OSS";"ministerstvo_prace_a_socialnich_veci";"Ministerstvo práce a sociálních věcí";NA;"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";"0,02343463252402299898";"0,033281769399255090036";"3000401930,00";"0,44906267005242506141";"38668,75152151330";"-0,02856618357951556941";"32796,88585355055";"0,1790372931802935719";"1,024017628141953";"-0,04149760794528178920";NA;"2008-01-01"
"SKUT";"2008";"317";"MMR";"263266830,00";"5270610,00";"257996220,00";"622";"34565,40996784570";NA;NA;NA;NA;"OSS";"ministerstvo_pro_mistni_rozvoj";"Ministerstvo pro místní rozvoj";NA;"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";"0,18863920700938832664";"0,079712462958689389581";"177392760,00";"0,23816150533510505038";"57774,97289360487";"0,01508536160328066700";"49109,48237669508";"0,1764524914036154080";"1,529984506367108";"0,00157286146535295934";NA;"2008-01-01"
"UPRAV";"2008";"353";"ÚOHS";"51793000,00";"1902000,00";"49891000,00";"126";"32996,69312169310";NA;NA;NA;NA;"UO";"ministerstvo_pro_hospodarskou_soutez";"Ministerstvo pro hospodářskou soutěž";"Ostatni ustredni";"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";"0,04230560314210504019";"0,025761069758895471793";"32801000,00";"0,29489624093413263628";"55152,91305550319";"-0,03563672539119822069";"41602,01062258834";"0,3257271038135163832";"1,144526296277943";"-0,04304995725857607702";"Ostatní ústřední";"2008-01-01"
"UPRAV";"2008";"355";"ÚSTR";"32464000,00";"3289000,00";"29175000,00";"87";"27945,40229885060";NA;NA;NA;NA;"OOSS";"ustav_pro_studium_totalitnich_rezimu";"Ústav pro studium totalitních režimů";"Ostatní vc. armady";"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";NA;NA;"29175000,00";"-0,14866626047021536117";"46709,84263802741";NA;"46709,84263802741";"0,0000000000000000000";"1,236960087590767";NA;"Ostatní vč. armády";"2008-01-01"
"SKUT";"2008";"344";"ÚPV";"81960910,00";"857000,00";"81103910,00";"242";"27928,34366391180";NA;NA;NA;NA;"UO";"urad_prumysloveho_vlastnictvi";"Úřad průmyslového vlastnictví";"Ostatni ustredni";"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";"0,01483908506218874386";"0,010645535123913862918";"66657260,00";"0,03584358239128185991";"46681,32967746632";"-0,04984750693458406268";"43106,61127516109";"0,0829273815908850576";"0,968725066386119";"-0,05715149799886276583";"Ostatní ústřední";"2008-01-01"
"SKUT";"2008";"307";"MO";"11298752540,00";"1024940780,00";"10273811760,00";"33217";"25774,48234337840";NA;NA;NA;NA;"OOSS";"ministerstvo_obrany";"Ministerstvo obrany                                      ";"Ostatní vc. armady";"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";"0,01672635052390437221";"0,066710218134030441206";"9957779700,00";"-0,12164731010609954043";"43081,21963895787";"0,00286137712381417941";"39904,45231538515";"0,0796093453047575228";"1,140867667465404";"-0,01048840114045346272";"Ostatní vč. armády";"2008-01-01"
"UPRAV";"2008";"335";"MZd";"816522000,00";"52680000,00";"763842000,00";"2782";"22880,48166786480";NA;NA;NA;NA;"PO";"ministerstvo_zdravotnictvi";"Ministerstvo zdravotnictví";"Prispevkove organizace";"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";"-0,06645205288591982118";"0,099318143330598740448";"713386000,00";"-0,08845356333049746167";"38243,99043388233";"0,03351752741830060778";"32971,46670937204";"0,1599117130877162896";"1,012769195638491";"0,01975966403060192000";"Příspěvkové organizace";"2008-01-01"
"UPRAV";"2008";"301";"KPR";"134369000,00";"7602000,00";"126767000,00";"438";"24118,53120243530";NA;NA;NA;NA;"ROPO";"kancelar_prezidenta";"Kancelář prezidenta";NA;"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";"1,43436263778469097474";"-0,283030182022316778578";"97182000,00";"0,11050425139400510410";"40313,35047813726";"-0,32594501600343150916";"34565,66746545675";"0,1662830037471277056";"1,067569546850004";"-0,33491782598449415520";NA;"2008-01-01"
"SKUT";"2008";"349";"ERÚ";"44431340,00";"315900,00";"44115440,00";"95";"38697,75438596490";NA;NA;NA;NA;"SS";"energeticky_regulacni_urad";"Energetický regulační úřad";"Statni sprava";"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";"0,06695986103902448749";"0,066959861039023849116";"30196580,00";"0,24374887838960043740";"64682,05390221922";"0,00309607744189022149";"60250,52738890071";"0,0735516634520759494";"1,712896352069976";"-0,01025682507990333114";"Státní správa";"2008-01-01"
"UPRAV";"2008";"374";"SSHR";"128653000,00";"1850000,00";"126803000,00";"420";"25159,32539682540";NA;NA;NA;NA;"UO";"sprava_statnich_hmotnych_rezerv";"Správa státních hmotných rezerv";"Ostatni ustredni";"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";"0,02306686890853934177";"0,122937682301992756706";"98751000,00";"0,09317042028531639930";"42053,00455499174";"0,05572329893637695264";"33244,68173256966";"0,2649543434730075031";"0,872678647132341";"0,04760776632654883933";"Ostatní ústřední";"2008-01-01"
"UPRAV";"2008";"335";"MZd";"1953759000,00";"92834000,00";"1860925000,00";"6453";"24031,78108373370";NA;NA;NA;NA;"ROPO";"ministerstvo_zdravotnictvi";"Ministerstvo zdravotnictví";NA;"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";"0,67983993486182958677";"0,016025920620753142387";"1694616000,00";"-0,06511667585195442254";"40168,35044020441";"-0,04478916895573181733";"36247,96153341464";"0,1081547414238956534";"1,063729686779997";"-0,05750463799357641292";NA;"2008-01-01"
"SCHV";"2008";"304";"ÚV";"253079000,00";"37482000,00";"215597000,00";"555";"32371,92192192190";NA;NA;NA;NA;"ROPO";"urad_vlady";"Úřad vlády";NA;"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";"0,16533879616016605718";"0,077150995369665187340";"168828000,00";"0,08717156064990987108";"54108,62805598881";"0,01267721282011780026";"49413,95489389645";"0,0950070313572945746";"1,432893144560991";"-0,00080323079133881592";NA;"2008-01-01"
"SKUT";"2008";"315";"MŽP";"202554980,00";"703000,00";"201851980,00";"635";"26489,76115485560";NA;NA;NA;NA;"OSS_SS";"ministerstvo_zivotniho_prostredi";"Ministerstvo životního prostředí";"Neustredni st. sprava";"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";"0,13213631494225797081";"0,114307396596708743530";"159500000,00";"0,07738809382376980739";"44276,78520531186";"0,04760958627080125183";"37930,55486667423";"0,1673118244893757878";"1,172528379729798";"0,03366413378528787526";"Neústřední st. správa";"2008-01-01"
"SCHV";"2008";"348";"ČBÚ";"86305000,00";"58000,00";"86247000,00";"230";"31248,91304347830";NA;NA;NA;NA;"OSS";"cesky_bansky_urad";"Český báňský úřad";NA;"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";"0,01500494280468860249";"0,015004942804691001612";"71974000,00";"0,02015979427606257382";"52231,55477458661";"-0,04574903528233364991";"48064,72942511993";"0,0866919547723279810";"1,383184890380591";"-0,05845172687863364747";NA;"2008-01-01"
"SCHV";"2008";"343";"ÚOOÚ";"40526000,00";"2207000,00";"38319000,00";"96";"33263,02083333330";NA;NA;NA;NA;"OOSS";"urad_pro_ochranu_osobnich_udaju";"Úřad pro ochranu osobních údajů";"Ostatní vc. armady";"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";"0,10372141252376289311";"0,034738824241026478035";"29562000,00";"0,10351997716804742233";"55598,07127394012";"-0,02719634198587284057";"53741,31015830120";"0,0345499785950439606";"1,472336262098676";"-0,04014600125623257743";"Ostatní vč. armády";"2008-01-01"
"SCHV";"2008";"312";"MF";"643945000,00";"19038000,00";"624907000,00";"1441";"36138,50335415220";NA;NA;NA;NA;"UO";"ministerstvo_financi";"Ministerstvo financí                       ";"Ministerstva";"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";"0,13653964021802983408";"0,046626025377742408295";"490796000,00";"0,08396240631207087246";"60404,34797804660";"-0,01602065931268314980";"52898,84499553886";"0,1418840616111883002";"1,253503411521061";"-0,02358468336594665704";"Ministerstva";"2008-01-01"
"UPRAV";"2008";"313";"MPSV";"5249410000,00";"129268000,00";"5120142000,00";"18616";"22919,98818220890";NA;NA;NA;NA;"OSS";"ministerstvo_prace_a_socialnich_veci";"Ministerstvo práce a sociálních věcí";NA;"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";"0,02758693355088671917";"0,038350763162105394599";"2995951000,00";"0,45494690526764630656";"38310,02430408594";"-0,02380059871942452610";"32085,85186162292";"0,1939849522869485920";"1,014517890501456";"-0,03679546106638453828";NA;"2008-01-01"
"UPRAV";"2008";"327";"MD";"362671000,00";"5206000,00";"357465000,00";"951";"31323,60672975820";NA;NA;NA;NA;"SS";"ministerstvo_dopravy";"Ministerstvo dopravy";"Statni sprava";"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";"0,12000413580479001030";"0,087028199103913461698";"250841000,00";"0,21320683301778600716";"52356,40287284898";"0,02196320818293351351";"46903,73387950389";"0,1162523437335084286";"1,386491091083490";"0,00835915229376382740";"Státní správa";"2008-01-01"
"SCHV";"2008";"381";"NKÚ";"266226000,00";"23470000,00";"242756000,00";"527";"38386,46426312460";NA;NA;NA;NA;"OSS";"nejvyssi_kontrolni_urad";"Nejvyšší kontrolní úřad";NA;"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";"0,00000000000000000000";"0,000000000000000000000";"168356000,00";"0,22755573471270637564";"64161,74245716837";"-0,05985584456283288279";"54329,73491683297";"0,1809691793156375239";"1,699117575386181";"-0,07237075070821519240";NA;"2008-01-01"
"UPRAV";"2008";"348";"ČBÚ";"86989000,00";"58000,00";"86931000,00";"230";"31496,73913043480";NA;NA;NA;NA;"OSS";"cesky_bansky_urad";"Český báňský úřad";NA;"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";"0,02305465329755684162";"0,023054653297558402869";"71850000,00";"0,03002495909622417483";"52645,78812143709";"-0,03818114700950303586";"47981,92137709266";"0,0972004999068470099";"1,394154529498707";"-0,05098457997711880463";NA;"2008-01-01"
"SKUT";"2008";"375";"SÚJB";"110588400,00";"686310,00";"109902090,00";"292";"31364,75171232880";NA;NA;NA;NA;"OSS";"statni_urad_pro_jadernou_bezpecnost";"Státní úřad pro jadernou bezpečnost";NA;"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";"0,01912307749657686864";"0,026103372547924275082";"89990700,00";"0,03970029416194054139";"52425,17539008328";"-0,03531491142470288835";"49242,87358031914";"0,0646246162822634307";"1,388312310212854";"-0,04815649882760042466";NA;"2008-01-01"
"UPRAV";"2008";"381";"NKÚ";"266226000,00";"23470000,00";"242756000,00";"527";"38386,46426312460";NA;NA;NA;NA;"OSS";"nejvyssi_kontrolni_urad";"Nejvyšší kontrolní úřad";NA;"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";"0,00000000000000000000";"0,000000000000000000000";"171049000,00";"0,20822906461477350137";"64161,74245716837";"-0,05985584456283288279";"55198,78607111920";"0,1623759691834729957";"1,699117575386181";"-0,07237075070821519240";NA;"2008-01-01"
"UPRAV";"2008";"343";"ÚOOÚ";"40555000,00";"2207000,00";"38348000,00";"96";"33288,19444444440";NA;NA;NA;NA;"OSS";"urad_pro_ochranu_osobnich_udaju";"Úřad pro ochranu osobních údajů";NA;"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";"0,04755920998716092751";"0,014822984675060046911";"27014000,00";"0,20851951741645743943";"55640,14815660782";"-0,04592010215444053411";"54565,83724662844";"0,0196883428201362481";"1,473450533128736";"-0,05862051656182565296";NA;"2008-01-01"
"UPRAV";"2008";"312";"MF";"4512669000,00";"14117000,00";"4498552000,00";"15598";"24033,80775313070";NA;NA;NA;NA;"OSS_SS";"ministerstvo_financi";"Ministerstvo financí                       ";"Neustredni st. sprava";"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";"0,02319092223952603365";"0,040639876292334342622";"3463580000,00";"0,10572560663509761314";"40171,73795302676";"-0,02164850238890525524";"35882,07375033614";"0,1195489489414039708";"1,063819394171862";"-0,03467201277184628339";"Neústřední st. správa";"2008-01-01"
"SCHV";"2008";"315";"MŽP";"177777000,00";"703000,00";"177074000,00";"659";"22391,75518462320";NA;NA;NA;NA;"OSS_SS";"ministerstvo_zivotniho_prostredi";"Ministerstvo životního prostředí";"Neustredni st. sprava";"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";"0,01500083115036943138";"0,015000831150370208533";"160494000,00";"-0,06071834091307420911";"37427,09980976022";"-0,04575290083011251951";"35971,03116131014";"0,0404789243299816179";"0,991136472407188";"-0,05845554096944438616";"Neústřední st. správa";"2008-01-01"
"SKUT";"2008";"353";"ÚOHS";"51513720,00";"1649910,00";"49863810,00";"121";"34341,46694214880";NA;NA;NA;NA;"UO";"ministerstvo_pro_hospodarskou_soutez";"Ministerstvo pro hospodářskou soutěž";"Ostatni ustredni";"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";"0,04601967063176984341";"0,037374879965392571179";"31729120,00";"0,33791116282149230576";"57400,65931678382";"-0,02471806960320355184";"45537,59838296913";"0,2605113434847153298";"1,191171243224030";"-0,03221523511796064998";"Ostatní ústřední";"2008-01-01"
"SKUT";"2008";"381";"NKÚ";"240340410,00";"19381310,00";"220959100,00";"437";"42135,60259344010";NA;NA;NA;NA;"OSS";"nejvyssi_kontrolni_urad";"Nejvyšší kontrolní úřad";NA;"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";"-0,01748139650185312477";"0,054465045859565242026";"171048290,00";"0,09974754431123303289";"70428,30679445960";"-0,00865085002234522449";"58917,19657485862";"0,1953777655556856729";"1,865067395247880";"-0,02184738110486406093";NA;"2008-01-01"
"UPRAV";"2008";"303";"KSen";"196564000,00";"100875000,00";"95689000,00";"223";"35758,22122571000";NA;NA;NA;NA;"OOSS";"kancelar_senatu";"Kancelář Senátu";"Ostatní vc. armady";"106,366666666667";"1,06366666666667";"1,17462747400606";"1,67146789080036";"22592";"28830";"0,01499867409175285014";"0,014998674091752262072";"79699000,00";"0,02213671692073368447";"59768,71861091025";"-0,04575492877616516019";"58474,28981024012";"0,0221367169207319185";"1,582782455104019";"-0,05845754192011110018";"Ostatní vč. armády";"2008-01-01"
