"faze_rozpoctu";"rok";"kap_kod";"kap_zkr";"platy_a_oppp";"oppp";"platy";"pocet_zamestnancu";"prumerny_plat";"poradi_prumerneho_platu";"platy_schv_schv";"platy_skut_rozp";"platy_skut_skut";"kategorie";"kap_nazev_cc";"kap_nazev";"kategorie_2014";"ceny_index";"ceny_inflace";"ceny_deflator_2003";"ceny_deflator_2024";"prumerna_mzda_cr";"prumerna_mzda_pha";"prumerny_plat_skut_skut";"mzda_prumer_skut_ke_skut";"plat_base";"prumerny_plat_real_od2024";"prumerny_plat_c2024";"prumerny_plat_c2024_mezirocne";"prumerny_plat_2003";"prumerny_plat_nomi_od2024";"prumerny_plat_vucinh";"prumerny_plat_vucinh_mezirocne";"kategorie_2014_cz";"date"
"SCHV";"2013";"306";"MZV";"634712000,00";"5051000,00";"629661000,00";"1753";"29932,54420992584";NA;NA;NA;NA;NA;"ministerstvo_zahranicnich_veci";"Ministerstvo zahraničních věcí";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"0,00000000000000000000";"0,000000000000000000000";"514133000,00";"-0,04752930939024801321";"45704,83351330687";"-0,01396877567789645003";"37840,16001450858";"0,2078393298491031660";"1,141984060506117";"-0,00679104192896096137";"Státní úředníci";"2013-01-01"
"SCHV";"2013";"329";"MZe";"1650235000,00";"15266000,00";"1634969000,00";"5223";"26086,04569532197";NA;NA;NA;NA;NA;"ministerstvo_zemedelstvi";"Ministerstvo zemědělství";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"0,05970016722191254926";"0,059497276131117660114";"1441873000,00";"-0,11813355282755404196";"39831,50804567574";"0,04469739634949965179";"37256,58548888966";"0,0691132191261582124";"0,995232753245659";"0,05230218570529121536";"Státní úředníci";"2013-01-01"
"SCHV";"2013";"336";"MSp";"156162000,00";"7594000,00";"148568000,00";"465";"26625,08960573477";NA;NA;NA;NA;NA;"ministerstvo_spravedlnosti";"Ministerstvo spravedlnosti";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"0,15523622904419770441";"-0,130467354482861952469";"84261000,00";"0,37125736751676147174";"40654,58917132256";"-0,14261366095269867316";"45801,22144015538";"-0,1123688868332364255";"1,015798313903886";"-0,13637238713716925975";"Státní úředníci";"2013-01-01"
"SCHV";"2013";"335";"MZd";"947028000,00";"26879000,00";"920149000,00";"2950";"25992,90960451978";NA;NA;NA;NA;NA;"ministerstvo_zdravotnictvi";"Ministerstvo zdravotnictví";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"-0,00106174284327785430";"0,000631372846818356592";"917965000,00";"-0,22043498351142723490";"39689,29596058399";"-0,01334622233674431779";"40471,76224737678";"-0,0193336351901380356";"0,991679432471854";"-0,00616395676161829442";"Státní úředníci";"2013-01-01"
"SCHV";"2013";"333";"MŠMT";"755469000,00";"181052000,00";"574417000,00";"1396";"34289,45797516715";NA;NA;NA;NA;NA;"ministerstvo_skolstvi_mladeze_a_telovychovy";"Ministerstvo školství, mládeže a tělovýchovy";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"-0,02086398014512738999";"-0,004732082969867823508";"292055000,00";"0,52961785580231435233";"52357,52621044670";"-0,01863475724226892893";"42740,51874255726";"0,2250091423975552618";"1,308208690060171";"-0,01149098912496926417";"Státní úředníci";"2013-01-01"
"SCHV";"2013";"315";"MŽP";"431730000,00";"10313000,00";"421417000,00";"1168";"30066,85216894977";NA;NA;NA;NA;NA;"ministerstvo_zivotniho_prostredi";"Ministerstvo životního prostředí";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"-0,06745312558779727186";"0,036340618995752693721";"329558000,00";"-0,00550982134650647177";"45909,91206806150";"0,02186420936310873309";"40879,35263447418";"0,1230586863390047414";"1,147108167141649";"0,02930278639946704011";"Státní úředníci";"2013-01-01"
"SCHV";"2013";"308";"NBÚ";"130608000,00";"1812000,00";"128796000,00";"294";"36506,80272108844";NA;NA;NA;NA;NA;"narodni_bezpecnostni_urad";"Národní bezpečnostní úřad";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"0,08728061659505137460";"0,017014182189248883148";"88936000,00";"0,12627667157476307747";"55743,25151809804";"0,00280773921700805396";"58204,22764650309";"-0,0422817418581947768";"1,392804651523728";"0,01010759623565338217";"Státní úředníci";"2013-01-01"
"SCHV";"2013";"372";"RRTV";"23910000,00";"10418000,00";"13492000,00";"44";"25553,03030303030";NA;NA;NA;NA;NA;"rada_pro_rozhlasove_a_televizni_vysilani";"Rada pro rozhlasové a televizní vysílání";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"0,00000000000000000000";"0,000000000000000000000";"9396000,00";"0,11674400665331849392";"39017,63203186726";"-0,01396877567789645003";"43976,18164883465";"-0,1127553468958074623";"0,974897192134230";"-0,00679104192896107239";"Státní úředníci";"2013-01-01"
"SCHV";"2013";"374";"SSHR";"119651000,00";"1230000,00";"118421000,00";"377";"26176,17152961981";NA;NA;NA;NA;NA;"sprava_statnich_hmotnych_rezerv";"Správa státních hmotných rezerv";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"0,00000000000000000000";"0,013262599469495928162";"98751000,00";"-0,06737398015252681061";"39969,12368646262";"-0,00089143848529549263";"33244,68173256962";"0,2022712086097399886";"0,998671226951273";"0,00638149067145055149";"Státní úředníci";"2013-01-01"
"SCHV";"2013";"375";"SÚJB";"99675000,00";"190000,00";"99485000,00";"203";"40839,49096880131";NA;NA;NA;NA;NA;"statni_urad_pro_jadernou_bezpecnost";"Státní úřad pro jadernou bezpečnost";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"0,04539484054011453523";"-0,000952713966590024164";"67540000,00";"0,14555739696710012776";"62358,95359935018";"-0,01490818139680194498";"56093,40155238563";"0,1116985576478751602";"1,558105031048084";"-0,00773728597505762838";"Státní úředníci";"2013-01-01"
"SCHV";"2013";"353";"ÚOHS";"95299000,00";"1815000,00";"93484000,00";"235";"33150,35460992908";NA;NA;NA;NA;NA;"ministerstvo_pro_hospodarskou_soutez";"Ministerstvo pro hospodářskou soutěž";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"0,61134859349145065366";"-0,019477238854138545499";"33051000,00";"1,19974828891310281165";"50618,19762890269";"-0,03317394135165674385";"41919,08945114991";"0,2075214011480430165";"1,264749708516618";"-0,02613601003738075246";"Státní úředníci";"2013-01-01"
"SCHV";"2013";"344";"ÚPV";"75615000,00";"783000,00";"74832000,00";"230";"27113,04347826087";NA;NA;NA;NA;NA;"urad_prumysloveho_vlastnictvi";"Úřad průmyslového vlastnictví";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"0,00317715664588779419";"0,003177156645887802000";"66613000,00";"-0,12632750099978676261";"41399,65949844107";"-0,01083600002048845656";"40972,67351727996";"0,0104212379741593121";"1,034414691475368";"-0,00363546148707050154";"Státní úředníci";"2013-01-01"
"SCHV";"2013";"358";"ÚS";"77862000,00";"25820000,00";"52042000,00";"125";"34694,66666666666";NA;NA;NA;NA;NA;"ustavni_soud";"Ústavní soud";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"0,04634376822084163017";"0,037973018075075026800";"24928000,00";"0,62362918165952041516";"52976,25062135023";"0,02347380582587499376";"45826,25590792309";"0,1560239773415778852";"1,323668180026198";"0,03092409978819676830";"Státní úředníci";"2013-01-01"
"SCHV";"2013";"355";"ÚSTR";"31741000,00";"275000,00";"31466000,00";"127";"20646,98162729659";NA;NA;NA;NA;NA;"ustav_pro_studium_totalitnich_rezimu";"Ústav pro studium totalitních režimů";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"-0,06590274891646381861";"-0,065902748916463860240";"73644000,00";"-0,66770448857766873108";"31526,44998065249";"-0,07895094387818935022";"40867,72289180010";"-0,2285733642630206341";"0,787722010884613";"-0,07224624251429956345";"Státní úředníci";"2013-01-01"
"SCHV";"2013";"304";"ÚV";"247595000,00";"36904000,00";"210691000,00";"534";"32879,36953807741";NA;NA;NA;NA;NA;"urad_vlady";"Úřad vlády";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"0,00012816617931872556";"0,011365561304929272524";"168828000,00";"-0,02944128260031798894";"50204,42299261685";"-0,00276197734928929073";"49413,95489389641";"0,0159968596000414319";"1,254411107476915";"0,00449733537260010863";"Státní úředníci";"2013-01-01"
"SCHV";"2013";"348";"ČBÚ";"77210000,00";"85000,00";"77125000,00";"205";"31351,62601626016";NA;NA;NA;NA;NA;"cesky_bansky_urad";"Český báňský úřad";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"0,00000000000000000000";"0,000000000000000000000";"71974000,00";"-0,16662619869393310856";"47871,66895654210";"-0,01396877567789656105";"48064,72942511989";"-0,0040166764878715542";"1,196124757401861";"-0,00679104192896118342";"Státní úředníci";"2013-01-01"
"SCHV";"2013";"345";"ČSÚ";"507660000,00";"39063000,00";"468597000,00";"1500";"26033,16666666667";NA;NA;NA;NA;NA;"cesky_statisticky_urad";"Český statistický úřad                               ";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"-0,00100198905486849430";"-0,001001989054868479556";"435198000,00";"-0,16260007242167495711";"39750,76558743076";"-0,01495676817242574952";"35041,29388222434";"0,1343977685594373306";"0,993215316724530";"-0,00778622643414550453";"Státní úředníci";"2013-01-01"
"SCHV";"2013";"328";"ČTÚ";"164360000,00";"7078000,00";"157282000,00";"472";"27768,71468926554";NA;NA;NA;NA;NA;"cesky_telekomunikacni_urad";"Český telekomunikační úřad";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"0,05477688211703796856";"-0,007794627839057488572";"121274000,00";"0,00862940869843568416";"42400,82209017623";"-0,02165452210917750975";"40827,08562379773";"0,0385463826852531569";"1,059429807686297";"-0,01453273612354288868";"Státní úředníci";"2013-01-01"
"SCHV";"2013";"346";"ČÚZK";"1423867000,00";"1976000,00";"1421891000,00";"5386";"21999,79886124520";NA;NA;NA;NA;NA;"cesky_urad_zememericky_a_katastralni";"Český úřad zeměměřický a katastrální";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"0,00251140602779749986";"0,002511406027797535856";"1147562000,00";"-0,03636968838115885866";"33592,10420696615";"-0,01149245091753725578";"31731,56822130423";"0,0586335970755071031";"0,839334587052963";"-0,00429669096479912138";"Státní úředníci";"2013-01-01"
"SKUT";"2013";"349";"ERÚ";"88067255,00";"2186560,00";"85880695,00";"190";"37666,97149122807";NA;NA;NA;NA;NA;"energeticky_regulacni_urad";"Energetický regulační úřad";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"0,13965960230288998467";"-0,028290233825956967451";"30196580,00";"1,21186235844065159917";"57514,74545174723";"-0,04186382957366330260";"60250,52738890073";"-0,0454067716203507069";"1,437067318729849";"-0,03488915559082594875";"Státní úředníci";"2013-01-01"
"SKUT";"2013";"327";"MD";"343924755,00";"8671732,00";"335253023,00";"806";"34662,22322167080";NA;NA;NA;NA;NA;"ministerstvo_dopravy";"Ministerstvo dopravy";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"0,00234815241110827681";"0,021002274354243066767";"250536720,00";"0,04069057448490676077";"52926,71182365450";"0,00674012261716638861";"50295,68476031086";"0,0523111888401969552";"1,322430400277395";"0,01406860509953866689";"Státní úředníci";"2013-01-01"
"SKUT";"2013";"312";"MF";"5291907861,00";"28046040,00";"5263861821,00";"16214";"27054,09841803380";NA;NA;NA;NA;NA;"ministerstvo_financi";"Ministerstvo financí                       ";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"0,04542402790028116782";"0,020729479813084594753";"3951604400,00";"0,03597989187845193615";"41309,65464802756";"0,00647113868175952511";"37786,82457923816";"0,0932290582237759041";"1,032165824197238";"0,01379766311754737629";"Státní úředníci";"2013-01-01"
"SKUT";"2013";"334";"MK";"131600380,00";"11572396,00";"120027984,00";"270";"37045,67407407407";NA;NA;NA;NA;NA;"ministerstvo_kultury";"Ministerstvo kultury";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"0,02693012268671506060";"0,042143902282073542054";"64824000,00";"0,44001491978213902456";"56566,06916101433";"0,02758642788700771398";"45324,90632076677";"0,2480129304778535548";"1,413363628784635";"0,03506665934566499665";"Státní úředníci";"2013-01-01"
"SKUT";"2013";"317";"MMR";"281974140,00";"15367605,00";"266606535,00";"567";"39183,79409171076";NA;NA;NA;NA;NA;"ministerstvo_pro_mistni_rozvoj";"Ministerstvo pro místní rozvoj";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"0,01353233992744894316";"-0,004343009983088008674";"137888000,00";"0,50371185657093364707";"59830,82402956799";"-0,01825111912876387077";"52834,24965936758";"0,1324249784052704548";"1,494937014677454";"-0,01110455834915613504";"Státní úředníci";"2013-01-01"
"SKUT";"2013";"307";"MO";"650250969,00";"28073283,00";"622177686,00";"1343";"38606,21034996277";NA;NA;NA;NA;NA;"ministerstvo_obrany";"Ministerstvo obrany                                      ";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"-0,04240951888310102308";"0,038162129937606259489";"840929990,00";"-0,42459332399573701533";"58948,89536451884";"0,02366027602722042822";"57688,38809385221";"0,0218502771929758727";"1,472901085420731";"0,03111192738414025882";"Státní úředníci";"2013-01-01"
"SKUT";"2013";"322";"MPO";"672695969,00";"13147269,00";"659548700,00";"1523";"36088,24140949880";NA;NA;NA;NA;NA;"ministerstvo_prumyslu_a_obchodu";"Ministerstvo průmyslu a obchodu";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"0,00967480402377029688";"-0,000269465221375053687";"477275930,00";"0,07472571917215166393";"55104,13862053912";"-0,01423447680004108484";"47789,71351105890";"0,1530543828806927298";"1,376835733451558";"-0,00705867720071939875";"Státní úředníci";"2013-01-01"
"SKUT";"2013";"313";"MPSV";"5521830108,00";"52245131,00";"5469584977,00";"19823";"22993,42925305621";NA;NA;NA;NA;NA;"ministerstvo_prace_a_socialnich_veci";"Ministerstvo práce a sociálních věcí";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"0,03092841870829567824";"0,002168724638493380041";"2844099190,00";"0,49564988305149687564";"35109,30606301234";"-0,01183034546738515047";"33230,78468690007";"0,0565295521550773991";"0,877243495214079";"-0,00463704519042018593";"Státní úředníci";"2013-01-01"
"SKUT";"2013";"314";"MV";"3901776707,00";"110577246,00";"3791199461,00";"9853";"32064,67963226090";NA;NA;NA;NA;NA;"ministerstvo_vnitra";"Ministerstvo vnitra                                ";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"0,00868001604082946701";"0,016357982264625370306";"1230723040,00";"1,39572303656406093708";"48960,45033699583";"0,00216070560193126759";"42879,44834334740";"0,1418162366492261572";"1,223329122592076";"0,00945585259223191699";"Státní úředníci";"2013-01-01"
"SKUT";"2013";"306";"MZV";"650293010,00";"6840757,00";"643452253,00";"1704";"31467,73537754304";NA;NA;NA;NA;NA;"ministerstvo_zahranicnich_veci";"Ministerstvo zahraničních věcí";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"0,00675113573005864821";"0,015022565248967723051";"515899980,00";"-0,03000137019218416384";"48048,95956670716";"0,00084394272700194506";"40251,68146765582";"0,1937131025275759810";"1,200554552574989";"0,00812950444952020845";"Státní úředníci";"2013-01-01"
"SKUT";"2013";"329";"MZe";"1811399277,00";"50384128,00";"1761015149,00";"5009";"29297,51695281826";NA;NA;NA;NA;NA;"ministerstvo_zemedelstvi";"Ministerstvo zemědělství";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"0,12548575996505131891";"0,063245880645762087013";"1476498490,00";"-0,07242210433219499477";"44735,19274842697";"0,04839363744857405614";"38577,74966086795";"0,1596112562730670204";"1,117756550792349";"0,05602533328950154434";"Státní úředníci";"2013-01-01"
"SKUT";"2013";"336";"MSp";"167720229,00";"7378850,00";"160341379,00";"416";"32119,66726762820";NA;NA;NA;NA;NA;"ministerstvo_spravedlnosti";"Ministerstvo spravedlnosti";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"0,13235437146892656268";"-0,039131987671800483319";"90468000,00";"0,37838624620043137536";"49044,41248542288";"-0,05255413739207925872";"50864,98807749008";"-0,0357923133549869835";"1,225427006509794";"-0,04565728263171886514";"Státní úředníci";"2013-01-01"
"SKUT";"2013";"335";"MZd";"1081072747,00";"44271163,00";"1036801584,00";"2775";"31135,18270270270";NA;NA;NA;NA;NA;"ministerstvo_zdravotnictvi";"Ministerstvo zdravotnictví";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"0,03372853648131906440";"0,029258359026264724179";"908052570,00";"-0,11201635679089634590";"47541,17564659046";"0,01488087989442687942";"43001,13183983632";"0,1055796350585413157";"1,187867029213029";"0,02226862235438353821";"Státní úředníci";"2013-01-01"
"SKUT";"2013";"333";"MŠMT";"675052852,00";"105016734,00";"570036118,00";"1350";"35187,41469135803";NA;NA;NA;NA;NA;"ministerstvo_skolstvi_mladeze_a_telovychovy";"Ministerstvo školství, mládeže a tělovýchovy";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"0,02968042238629716237";"0,001459551550524684771";"292055000,00";"0,51795198356774774240";"53728,64127262877";"-0,01252961227557136681";"45465,17597923789";"0,1817537294294092609";"1,342467463712107";"-0,00534140225421353421";"Státní úředníci";"2013-01-01"
"SKUT";"2013";"315";"MŽP";"444420166,00";"14345131,00";"430075035,00";"1112";"32229,84375000000";NA;NA;NA;NA;NA;"ministerstvo_zivotniho_prostredi";"Ministerstvo životního prostředí";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"-0,05692104194508088022";"0,002445439227440893148";"335792930,00";"-0,00392281826821939787";"49212,64401791703";"-0,01155749624245738794";"43124,00290734855";"0,1411891452574535188";"1,229630450955706";"-0,00436220978184842512";"Státní úředníci";"2013-01-01"
"SKUT";"2013";"308";"NBÚ";"129440136,00";"1231226,00";"128208910,00";"279";"38294,17861409797";NA;NA;NA;NA;NA;"narodni_bezpecnostni_urad";"Národní bezpečnostní úřad";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"0,06172208745462871848";"0,012251165816957731991";"83056070,00";"0,20051374381122033519";"58472,44543635538";"-0,00188874364802837924";"58826,95165519939";"-0,0060262551240436489";"1,460996475300369";"0,00537692570725489816";"Státní úředníci";"2013-01-01"
"SKUT";"2013";"372";"RRTV";"25045009,00";"10962820,00";"14082189,00";"38";"30881,99342105263";NA;NA;NA;NA;NA;"rada_pro_rozhlasove_a_televizni_vysilani";"Rada pro rozhlasové a televizní vysílání";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"0,04374942789853931285";"0,016282337690683101883";"9510660,00";"0,15154209545769539713";"47154,57389686907";"0,00208611769007371883";"44512,82585784437";"0,0593480190959197948";"1,178207371754326";"0,00938072172376291924";"Státní úředníci";"2013-01-01"
"SKUT";"2013";"374";"SSHR";"119651000,00";"1230000,00";"118421000,00";"348";"28357,51915708813";NA;NA;NA;NA;NA;"sprava_statnich_hmotnych_rezerv";"Správa státních hmotných rezerv";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"0,00000000000000000000";"-0,025862068965517126529";"98944460,00";"-0,06919748628717742323";"43299,88399366784";"-0,03946958320346782845";"34889,15480654821";"0,2410700182837633709";"1,081893829197212";"-0,03247748049976373341";"Státní úředníci";"2013-01-01"
"SKUT";"2013";"375";"SÚJB";"98849277,00";"1213813,00";"97635464,00";"196";"41511,67687074830";NA;NA;NA;NA;NA;"statni_urad_pro_jadernou_bezpecnost";"Státní úřad pro jadernou bezpečnost";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"0,01550357208327536943";"0,005141290735486858665";"67533090,00";"0,12437525459102934111";"63385,33293159189";"-0,00889930247938819363";"56662,92072939489";"0,1186386461492380112";"1,583750214442345";"-0,00168466591442784086";"Státní úředníci";"2013-01-01"
"SKUT";"2013";"353";"ÚOHS";"84258373,00";"1661035,00";"82597338,00";"215";"32014,47209302326";NA;NA;NA;NA;NA;"ministerstvo_pro_hospodarskou_soutez";"Ministerstvo pro hospodářskou soutěž";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"0,11666511734527754141";"-0,049536202445647381509";"31729120,00";"1,02454917320620264576";"48883,78705017745";"-0,06281301802364569475";"45537,59838296922";"0,0734818871884048846";"1,221413608524027";"-0,05599084194679859738";"Státní úředníci";"2013-01-01"
"SKUT";"2013";"344";"ÚPV";"75606111,00";"780886,00";"74825225,00";"214";"29137,54867601246";NA;NA;NA;NA;NA;"urad_prumysloveho_vlastnictvi";"Úřad průmyslového vlastnictví";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"0,00311127785267667706";"-0,001576158025139440255";"66657260,00";"-0,12698666043531114944";"44490,93274140775";"-0,01552291670514982513";"43106,61127516114";"0,0321139014479729645";"1,111653453741271";"-0,00835649619886535966";"Státní úředníci";"2013-01-01"
"SKUT";"2013";"358";"ÚS";"75895433,00";"23579098,00";"52316335,00";"120";"36330,78819444445";NA;NA;NA;NA;NA;"ustavni_soud";"Ústavní soud";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"0,05012877524106228860";"0,041377702114053338533";"23872010,00";"0,70438863764299797232";"55474,49004631110";"0,02683093059725893959";"47057,39068149447";"0,1788688077030732571";"1,386089359217292";"0,03430566247511168676";"Státní úředníci";"2013-01-01"
"SKUT";"2013";"355";"ÚSTR";"32001095,00";"354261,00";"31646834,00";"118";"22349,45903954802";NA;NA;NA;NA;NA;"ustav_pro_studium_totalitnich_rezimu";"Ústav pro studium totalitních režimů";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"-0,06053452472837380499";"0,003158049866312850895";"1204300,00";"19,43694088070328263029";"34126,01004949937";"-0,01085483990174573865";"44606,38583210268";"-0,2349523635932123378";"0,852674794534662";"-0,00365443851170410561";"Státní úředníci";"2013-01-01"
"SKUT";"2013";"304";"ÚV";"258697756,00";"39539642,00";"219158114,00";"433";"42178,23595073133";NA;NA;NA;NA;NA;"urad_vlady";"Úřad vlády";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"0,00626588646871350987";"0,034153162768077338640";"171359110,00";"-0,00534913996265967955";"64403,12051301989";"0,01970730922078289815";"53301,37350735447";"0,2082825690060990942";"1,609180723769842";"0,02713018527875155073";"Státní úředníci";"2013-01-01"
"SKUT";"2013";"348";"ČBÚ";"77146793,00";"28000,00";"77118793,00";"182";"35310,80265567765";NA;NA;NA;NA;NA;"cesky_bansky_urad";"Český báňský úřad";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"-0,00003222197640448853";"0,005462106474274586176";"71813110,00";"-0,16482632906329963696";"53917,04578402691";"-0,00858296814368975092";"49998,02155654087";"0,0783835860995851508";"1,347174951572914";"-0,00136602884877379260";"Státní úředníci";"2013-01-01"
"SKUT";"2013";"345";"ČSÚ";"554473874,00";"40685716,00";"513788158,00";"1365";"31366,79841269841";NA;NA;NA;NA;NA;"cesky_statisticky_urad";"Český statistický úřad                               ";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"-0,01747252735463608597";"0,023556092382203352997";"450138800,00";"-0,11231690888418802143";"47894,83611027099";"0,00925826693397202583";"38844,09991105188";"0,2330015683191055398";"1,196703613471383";"0,01660508004219218847";"Státní úředníci";"2013-01-01"
"SKUT";"2013";"328";"ČTÚ";"179611779,00";"7357088,00";"172254691,00";"503";"28537,88783962889";NA;NA;NA;NA;NA;"cesky_telekomunikacni_urad";"Český telekomunikační úřad";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"0,15904731394987992044";"0,016182635093234587487";"124566000,00";"0,07545401432839322908";"43575,29394708592";"0,00198780781584373401";"42726,57555772742";"0,0198639459933268175";"1,088775240915222";"0,00928169621083418939";"Státní úředníci";"2013-01-01"
"SKUT";"2013";"346";"ČÚZK";"1426589994,00";"3071265,00";"1423518729,00";"5070";"23397,74373767258";NA;NA;NA;NA;NA;"cesky_urad_zememericky_a_katastralni";"Český úřad zeměměřický a katastrální";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"0,01135903667334853956";"0,023327782669482655109";"1145513230,00";"-0,03354111726206671779";"35726,66508457796";"0,00903314642841346327";"33019,81755183151";"0,0819764533373778942";"0,892668869469787";"0,01637832079030343557";"Státní úředníci";"2013-01-01"
"UPRAV";"2013";"349";"ERÚ";"85989000,00";"2098000,00";"83891000,00";"193";"36222,36614853195";NA;NA;NA;NA;NA;"energeticky_regulacni_urad";"Energetický regulační úřad";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"0,08428331394597389503";"0,000012590064162321113";"32691000,00";"0,99575612897715359839";"55308,93741159857";"-0,01395636148151602196";"59429,57751116384";"-0,0693365201660942482";"1,381952849892486";"-0,00677853736445244159";"Státní úředníci";"2013-01-01"
"UPRAV";"2013";"327";"MD";"347511000,00";"8854000,00";"338657000,00";"943";"29927,27112053729";NA;NA;NA;NA;NA;"ministerstvo_dopravy";"Ministerstvo dopravy";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"-0,02890708784244905988";"-0,006251685862103228963";"250841000,00";"0,04998196469536256292";"45696,78188659201";"-0,02013313314258324827";"46903,73387950399";"-0,0257325354099239290";"1,141782882016607";"-0,01300027233024803053";"Státní úředníci";"2013-01-01"
"UPRAV";"2013";"312";"MF";"5326942300,00";"40625000,00";"5286317300,00";"16624";"26499,42502807187";NA;NA;NA;NA;NA;"ministerstvo_financi";"Ministerstvo financí                       ";"Statni urednici";"101,416666666667";"1,01416666666667";"1,28581857122282";"1,52692778778727";"26211";"35155";"0,00987680853762721092";"-0,003609274925760130870";"3952399000,00";"0,04019018704738228781";"40462,70843574852";"-0,01752763345185870403";"37359,90381782582";"0,0830517292831529502";"1,011003968870774";"-0,01037580611736732550";"Státní úředníci";"2013-01-01"
